filename,width,height,class,xmin,ymin,xmax,ymax
youtube-40_jpg.rf.2b068a580a21808da1e086720fab2f9f.jpg,1280,720,Team Name,399,601,513,615
youtube-40_jpg.rf.2b068a580a21808da1e086720fab2f9f.jpg,1280,720,Team Points,538,603,590,643
youtube-40_jpg.rf.2b068a580a21808da1e086720fab2f9f.jpg,1280,720,Shot Clock,609,625,634,643
youtube-40_jpg.rf.2b068a580a21808da1e086720fab2f9f.jpg,1280,720,Period,642,626,668,642
youtube-40_jpg.rf.2b068a580a21808da1e086720fab2f9f.jpg,1280,720,Time Remaining,609,602,669,621
youtube-40_jpg.rf.2b068a580a21808da1e086720fab2f9f.jpg,1280,720,Team Points,688,604,743,642
youtube-40_jpg.rf.2b068a580a21808da1e086720fab2f9f.jpg,1280,720,Team Name,768,599,812,615
youtube-40_jpg.rf.2b068a580a21808da1e086720fab2f9f.jpg,1280,720,Player,525,167,818,591
youtube-24_jpg.rf.c6d32dd2158e4f990073548d008904b7.jpg,1266,712,Team Name,793,544,911,583
youtube-24_jpg.rf.c6d32dd2158e4f990073548d008904b7.jpg,1266,712,Time Remaining,646,585,700,614
youtube-24_jpg.rf.c6d32dd2158e4f990073548d008904b7.jpg,1266,712,Shot Clock,680,605,710,631
youtube-24_jpg.rf.c6d32dd2158e4f990073548d008904b7.jpg,1266,712,Period,642,611,678,636
youtube-24_jpg.rf.c6d32dd2158e4f990073548d008904b7.jpg,1266,712,Team Points,570,602,627,648
youtube-24_jpg.rf.c6d32dd2158e4f990073548d008904b7.jpg,1266,712,Team Name,501,610,547,636
youtube-24_jpg.rf.c6d32dd2158e4f990073548d008904b7.jpg,1266,712,Ref,71,467,191,677
youtube-24_jpg.rf.c6d32dd2158e4f990073548d008904b7.jpg,1266,712,Hoop,454,107,515,172
youtube-24_jpg.rf.c6d32dd2158e4f990073548d008904b7.jpg,1266,712,Player,442,241,551,431
youtube-24_jpg.rf.c6d32dd2158e4f990073548d008904b7.jpg,1266,712,Player,456,296,568,511
youtube-24_jpg.rf.c6d32dd2158e4f990073548d008904b7.jpg,1266,712,Player,732,199,866,400
youtube-24_jpg.rf.c6d32dd2158e4f990073548d008904b7.jpg,1266,712,Player,689,375,865,554
youtube-24_jpg.rf.c6d32dd2158e4f990073548d008904b7.jpg,1266,712,Player,1064,117,1221,325
youtube-24_jpg.rf.c6d32dd2158e4f990073548d008904b7.jpg,1266,712,Player,988,176,1136,390
youtube-23_jpg.rf.1cc52454b22568eb648e1e61da070d4f.jpg,1200,674,Team Name,391,583,506,612
youtube-23_jpg.rf.1cc52454b22568eb648e1e61da070d4f.jpg,1200,674,Team Name,756,549,802,571
youtube-23_jpg.rf.1cc52454b22568eb648e1e61da070d4f.jpg,1200,674,Team Points,531,578,585,621
youtube-23_jpg.rf.1cc52454b22568eb648e1e61da070d4f.jpg,1200,674,Team Points,680,561,736,605
youtube-23_jpg.rf.1cc52454b22568eb648e1e61da070d4f.jpg,1200,674,Time Remaining,605,566,656,594
youtube-23_jpg.rf.1cc52454b22568eb648e1e61da070d4f.jpg,1200,674,Shot Clock,601,592,629,616
youtube-23_jpg.rf.1cc52454b22568eb648e1e61da070d4f.jpg,1200,674,Period,637,590,664,611
youtube-23_jpg.rf.1cc52454b22568eb648e1e61da070d4f.jpg,1200,674,Ball,589,226,616,253
youtube-23_jpg.rf.1cc52454b22568eb648e1e61da070d4f.jpg,1200,674,Player,514,183,604,348
youtube-23_jpg.rf.1cc52454b22568eb648e1e61da070d4f.jpg,1200,674,Ref,146,102,253,255
youtube-23_jpg.rf.1cc52454b22568eb648e1e61da070d4f.jpg,1200,674,Ref,1132,356,1200,534
youtube-23_jpg.rf.1cc52454b22568eb648e1e61da070d4f.jpg,1200,674,Player,627,61,697,208
youtube-23_jpg.rf.1cc52454b22568eb648e1e61da070d4f.jpg,1200,674,Player,446,286,588,485
youtube-23_jpg.rf.1cc52454b22568eb648e1e61da070d4f.jpg,1200,674,Player,520,329,666,524
youtube-23_jpg.rf.1cc52454b22568eb648e1e61da070d4f.jpg,1200,674,Player,311,206,470,388
youtube-23_jpg.rf.1cc52454b22568eb648e1e61da070d4f.jpg,1200,674,Player,223,218,320,392
youtube-23_jpg.rf.1cc52454b22568eb648e1e61da070d4f.jpg,1200,674,Player,99,319,198,508
youtube-23_jpg.rf.1cc52454b22568eb648e1e61da070d4f.jpg,1200,674,Player,778,158,881,319
youtube-94_jpg.rf.4af702273c1e96ad39c9de29fd97ee3e.jpg,1738,976,Ref,529,695,639,976
youtube-94_jpg.rf.4af702273c1e96ad39c9de29fd97ee3e.jpg,1738,976,Ref,317,206,416,416
youtube-94_jpg.rf.4af702273c1e96ad39c9de29fd97ee3e.jpg,1738,976,Ball,759,310,785,342
youtube-94_jpg.rf.4af702273c1e96ad39c9de29fd97ee3e.jpg,1738,976,Ref,1464,180,1558,399
youtube-94_jpg.rf.4af702273c1e96ad39c9de29fd97ee3e.jpg,1738,976,Player,1424,446,1550,731
youtube-94_jpg.rf.4af702273c1e96ad39c9de29fd97ee3e.jpg,1738,976,Player,1225,401,1364,669
youtube-94_jpg.rf.4af702273c1e96ad39c9de29fd97ee3e.jpg,1738,976,Player,1063,392,1165,660
youtube-94_jpg.rf.4af702273c1e96ad39c9de29fd97ee3e.jpg,1738,976,Player,953,340,1055,600
youtube-94_jpg.rf.4af702273c1e96ad39c9de29fd97ee3e.jpg,1738,976,Player,769,143,849,421
youtube-94_jpg.rf.4af702273c1e96ad39c9de29fd97ee3e.jpg,1738,976,Player,750,234,817,378
youtube-94_jpg.rf.4af702273c1e96ad39c9de29fd97ee3e.jpg,1738,976,Player,763,119,896,449
youtube-94_jpg.rf.4af702273c1e96ad39c9de29fd97ee3e.jpg,1738,976,Player,828,420,974,705
youtube-94_jpg.rf.4af702273c1e96ad39c9de29fd97ee3e.jpg,1738,976,Player,544,402,783,668
youtube-94_jpg.rf.4af702273c1e96ad39c9de29fd97ee3e.jpg,1738,976,Player,10,637,189,944
youtube-94_jpg.rf.4af702273c1e96ad39c9de29fd97ee3e.jpg,1738,976,Hoop,409,181,478,257
youtube-94_jpg.rf.4af702273c1e96ad39c9de29fd97ee3e.jpg,1738,976,Team Name,1377,837,1461,875
youtube-94_jpg.rf.4af702273c1e96ad39c9de29fd97ee3e.jpg,1738,976,Team Name,1378,885,1460,922
youtube-94_jpg.rf.4af702273c1e96ad39c9de29fd97ee3e.jpg,1738,976,Team Points,1498,834,1544,873
youtube-94_jpg.rf.4af702273c1e96ad39c9de29fd97ee3e.jpg,1738,976,Team Points,1500,884,1546,924
youtube-94_jpg.rf.4af702273c1e96ad39c9de29fd97ee3e.jpg,1738,976,Time Remaining,1593,839,1661,870
youtube-94_jpg.rf.4af702273c1e96ad39c9de29fd97ee3e.jpg,1738,976,Period,1578,888,1623,916
youtube-94_jpg.rf.4af702273c1e96ad39c9de29fd97ee3e.jpg,1738,976,Shot Clock,1639,886,1671,917
youtube-38_jpg.rf.c1aa319486847cfb7baaa8b2c437421a.jpg,1920,1080,Time Remaining,1551,985,1622,1017
youtube-38_jpg.rf.c1aa319486847cfb7baaa8b2c437421a.jpg,1920,1080,Team Points,1476,979,1525,1018
youtube-38_jpg.rf.c1aa319486847cfb7baaa8b2c437421a.jpg,1920,1080,Period,1666,983,1706,1014
youtube-38_jpg.rf.c1aa319486847cfb7baaa8b2c437421a.jpg,1920,1080,Shot Clock,1627,984,1664,1019
youtube-38_jpg.rf.c1aa319486847cfb7baaa8b2c437421a.jpg,1920,1080,Team Points,1332,976,1379,1019
youtube-38_jpg.rf.c1aa319486847cfb7baaa8b2c437421a.jpg,1920,1080,Player,239,683,355,896
youtube-38_jpg.rf.c1aa319486847cfb7baaa8b2c437421a.jpg,1920,1080,Player,566,441,698,662
youtube-38_jpg.rf.c1aa319486847cfb7baaa8b2c437421a.jpg,1920,1080,Hoop,625,283,682,347
youtube-38_jpg.rf.c1aa319486847cfb7baaa8b2c437421a.jpg,1920,1080,Ref,628,279,677,451
youtube-38_jpg.rf.c1aa319486847cfb7baaa8b2c437421a.jpg,1920,1080,Player,682,384,789,617
youtube-38_jpg.rf.c1aa319486847cfb7baaa8b2c437421a.jpg,1920,1080,Player,798,413,870,640
youtube-38_jpg.rf.c1aa319486847cfb7baaa8b2c437421a.jpg,1920,1080,Player,873,454,952,666
youtube-38_jpg.rf.c1aa319486847cfb7baaa8b2c437421a.jpg,1920,1080,Player,925,598,1044,816
youtube-38_jpg.rf.c1aa319486847cfb7baaa8b2c437421a.jpg,1920,1080,Player,1001,684,1112,913
youtube-38_jpg.rf.c1aa319486847cfb7baaa8b2c437421a.jpg,1920,1080,Ref,636,741,733,951
youtube-38_jpg.rf.c1aa319486847cfb7baaa8b2c437421a.jpg,1920,1080,Player,1312,363,1380,557
youtube-38_jpg.rf.c1aa319486847cfb7baaa8b2c437421a.jpg,1920,1080,Player,1379,349,1481,559
youtube-38_jpg.rf.c1aa319486847cfb7baaa8b2c437421a.jpg,1920,1080,Ref,1656,306,1785,480
youtube-38_jpg.rf.c1aa319486847cfb7baaa8b2c437421a.jpg,1920,1080,Ref,1643,536,1753,774
youtube-98_jpg.rf.ec7750303dff2281e253f9d2561a2080.jpg,1738,976,Ball,1132,418,1179,464
youtube-98_jpg.rf.ec7750303dff2281e253f9d2561a2080.jpg,1738,976,Player,897,307,1190,576
youtube-98_jpg.rf.ec7750303dff2281e253f9d2561a2080.jpg,1738,976,Player,974,228,1218,598
youtube-98_jpg.rf.ec7750303dff2281e253f9d2561a2080.jpg,1738,976,Player,846,193,1077,657
youtube-98_jpg.rf.ec7750303dff2281e253f9d2561a2080.jpg,1738,976,Ref,562,25,660,193
youtube-98_jpg.rf.ec7750303dff2281e253f9d2561a2080.jpg,1738,976,Player,21,524,301,880
youtube-21_jpg.rf.d43032cf78f52dd1d0fea965dc8e1349.jpg,1280,720,Team Name,399,601,512,616
youtube-21_jpg.rf.d43032cf78f52dd1d0fea965dc8e1349.jpg,1280,720,Team Name,767,600,811,616
youtube-21_jpg.rf.d43032cf78f52dd1d0fea965dc8e1349.jpg,1280,720,Team Points,539,605,589,641
youtube-21_jpg.rf.d43032cf78f52dd1d0fea965dc8e1349.jpg,1280,720,Team Points,689,604,741,641
youtube-21_jpg.rf.d43032cf78f52dd1d0fea965dc8e1349.jpg,1280,720,Time Remaining,614,601,662,622
youtube-21_jpg.rf.d43032cf78f52dd1d0fea965dc8e1349.jpg,1280,720,Shot Clock,607,623,632,644
youtube-21_jpg.rf.d43032cf78f52dd1d0fea965dc8e1349.jpg,1280,720,Period,643,625,667,643
youtube-21_jpg.rf.d43032cf78f52dd1d0fea965dc8e1349.jpg,1280,720,Player,157,295,242,477
youtube-21_jpg.rf.d43032cf78f52dd1d0fea965dc8e1349.jpg,1280,720,Ref,396,522,458,572
youtube-21_jpg.rf.d43032cf78f52dd1d0fea965dc8e1349.jpg,1280,720,Player,350,314,425,476
youtube-21_jpg.rf.d43032cf78f52dd1d0fea965dc8e1349.jpg,1280,720,Player,601,459,668,574
youtube-21_jpg.rf.d43032cf78f52dd1d0fea965dc8e1349.jpg,1280,720,Player,683,374,746,570
youtube-21_jpg.rf.d43032cf78f52dd1d0fea965dc8e1349.jpg,1280,720,Player,746,234,832,418
youtube-21_jpg.rf.d43032cf78f52dd1d0fea965dc8e1349.jpg,1280,720,Player,823,224,886,401
youtube-21_jpg.rf.d43032cf78f52dd1d0fea965dc8e1349.jpg,1280,720,Player,588,234,667,401
youtube-21_jpg.rf.d43032cf78f52dd1d0fea965dc8e1349.jpg,1280,720,Player,597,174,650,268
youtube-21_jpg.rf.d43032cf78f52dd1d0fea965dc8e1349.jpg,1280,720,Ref,482,81,542,228
youtube-21_jpg.rf.d43032cf78f52dd1d0fea965dc8e1349.jpg,1280,720,Player,331,127,424,274
youtube-21_jpg.rf.d43032cf78f52dd1d0fea965dc8e1349.jpg,1280,720,Player,464,222,530,398
youtube-21_jpg.rf.d43032cf78f52dd1d0fea965dc8e1349.jpg,1280,720,Hoop,957,118,1006,170
youtube-42_jpg.rf.af5729d489c6da8e4e1538bbba3b3f0e.jpg,1830,1030,Ref,641,528,966,1030
youtube-42_jpg.rf.af5729d489c6da8e4e1538bbba3b3f0e.jpg,1830,1030,Player,227,76,1603,1030
youtube-42_jpg.rf.af5729d489c6da8e4e1538bbba3b3f0e.jpg,1830,1030,Shot Clock,1678,813,1723,854
youtube-42_jpg.rf.af5729d489c6da8e4e1538bbba3b3f0e.jpg,1830,1030,Period,1721,805,1769,846
youtube-42_jpg.rf.af5729d489c6da8e4e1538bbba3b3f0e.jpg,1830,1030,Time Remaining,1611,821,1676,867
youtube-42_jpg.rf.af5729d489c6da8e4e1538bbba3b3f0e.jpg,1830,1030,Team Points,1540,835,1586,877
youtube-42_jpg.rf.af5729d489c6da8e4e1538bbba3b3f0e.jpg,1830,1030,Team Points,1391,854,1445,908
